LON,LAT,EDO,CLAVE,ESTACION,feb-20
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",2.5
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.04
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",50.22
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",18
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",14.74
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",4.4
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",67.01
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0.02
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",0.02
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",2
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",22.9
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",3.21
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",0
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",0
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",90
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",80.7
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",4.8
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",0.6
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",1.7
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",7.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",8.71
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",2.54
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",0.6
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",0.01
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",33.4
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",27
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",21
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",3.8
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",340.9
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",0
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",34
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",2.4
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",0.8
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",4.51
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",12.2
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",8.4
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",0.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",0
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",414.4
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",414.4
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",39.3
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",88.6
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",88.2
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",73.9
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",0
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",5.1
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",7.2
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",77
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",5.2
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",5.2
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",227
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",0
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",14.6
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",0
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",161.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",395.91
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",9.2
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",8.9
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",7.8
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",32
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",67
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",333.7
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",1.6
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",101.3
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",76
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",0
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",0
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0.01
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0.01
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0.2
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",0
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",94.41
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",13.02
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",0.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",4
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",4.1
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",4
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",4.02
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",6
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",1
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",2.51
-100.954444,29.329167,COAH,LasVacasC,"Las Vacas Ciudad Acuña, Coah. CILA*",6.8
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",12.51
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",2.01
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",5.1
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",1.5
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",4.1
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",0.75
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",0
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",3.4
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",3.8
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",2.5
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",0
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",4.6
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",4.01
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",3.12
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0.02
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",57
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",45.1
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",77.9
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",52.7
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",88
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",71.3
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",62.9
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",48.4
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",36.068
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",90
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",51.88
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",49.2
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",65.9
-104.1,18.936111,COL,RDRCM,"Radar, Col.",58.31
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",21.2
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",48
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",80
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",1.78
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",4.55
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",23.27
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",5.62
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",10.93
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",14.98
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",0
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",23.62
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",11.94
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",1.8
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",3
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0.51
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",14.09
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",25.4
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",7.5
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",3.04
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",2.09
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",0.53
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",2.94
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",21.59
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",2
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",2.79
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",7.11
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",5.47
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",0.76
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",2.29
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",2.54
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0.76
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",23.4
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",1.27
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",10.01
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",2.28
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",9.91
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0.76
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",8.38
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",7.11
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",3.01
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",3.55
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",46.74
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",1.27
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",2.79
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",6.25
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",9.95
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",0
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",10.67
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",15.51
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",14.48
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",9.65
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",14.22
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",3.3
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",12.45
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",3.3
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",0
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",1.02
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",5.33
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",0
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",3.81
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",5.08
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",1.52
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",4.32
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",3.81
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",8.38
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",2.67
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",2.03
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",14.22
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",0
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",14.5
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",3.81
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",2.54
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",27.97
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",3.34
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",0.25
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",3.04
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",0
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",0
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",2.54
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",0
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",4.87
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",10.16
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",4.82
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",5.84
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",14.18
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",9.41
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",0
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",6.12
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",1.11
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",2.25
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",17.1
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",2.5
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",13.01
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.51
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",1.5
