LON,LAT,EDO,CLAVE,ESTACION,nov-22
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",94.9
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",81.31
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",156.23
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",132
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",66.01
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",181.3
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",40.31
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",115.41
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",80
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",82.6
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",52
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",102.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",244
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",82.6
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",281.51
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",2
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",0
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",0
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",0
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",0
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",0
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",0
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",0
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",0.02
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",0.01
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",1.2
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",0.01
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",0
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",0
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",2
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",0
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",0
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",0
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",0
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",0.01
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",0
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",0
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",0
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",0
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",0
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",0
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",0
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",4.8
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",3.5
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0.01
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",0.75
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",2.21
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.61
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",0
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",0.02
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",3
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0.02
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",1.01
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",0
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",42.7
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",79
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",55.1
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0.8
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",107.1
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",559.3
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",29.9
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",70.5
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",47.3
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",103.7
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",17
-92.618056,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuitán, Chis. SGT*",211.8
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango, Chis. SGT*",976.5
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",121.8
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",62.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",39.5
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",70.41
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",26.9
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",84.6
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",2.79
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",54.6
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",121.1
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",74.5
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",178.8
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",98.9
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",45.6
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",91.6
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",31.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",39.2
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",91.39
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",405.1
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",256.6
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",684.4
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",243.2
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",236.2
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",177.5
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",44.2
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",43.9
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",291
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",147.3
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",61.2
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",60.05
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",859.3
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",824.6
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",148.2
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",92.6
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",14.7
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",268.5
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",120.6
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",104.94
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",245.8
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",10.5
-92.673889,17.185556,CHIS,MOJOSTIC,"Mojostic, Chis. SGT*",86
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",22.5
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",26.3
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",6.5
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",2.2
-93.369167,17.455,CHIS,NVOXOCHIMILCO,"Nuevo Xochimilco, Chis. SGT*",586.8
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",463.5
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",120
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",138.4
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",139.2
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",354.5
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",26.4
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",72.4
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",79.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",95.3
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",662.8
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",77.4
-93.102778,17.4975,CHIS,RIOJANEIRO,"Río de Janeiro, Chis. SGT*",615.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",360.6
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",48.7
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",743.1
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",51.8
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",82.6
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",77.2
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",36.6
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",18.3
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",13.4
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",91.8
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",176.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",490.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",89.5
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",38.4
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",79.6
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",149.5
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",93.7
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",9.5
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",617.7
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",38.31
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",205.3
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",211.8
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",39.2
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",14.4
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",34.7
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",10.2
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",556.8
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",25.3
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",51.81
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",79
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",256.3
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",90
-92.799722,17.270833,CHIS,ZACATONAL,"Zacatonal de Juárez, Chis. SGT*",0.3
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",15.21
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",2
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",8
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",17.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",17.51
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",18
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",3.2
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",14.8
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",13.6
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",10.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",24
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",14.01
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",21
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",0.2
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",1.2
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",24.5
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",5.53
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",23
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",2
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",11.05
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",2
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",1
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0.8
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",1.42
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",2.2
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",3.5
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",2
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",31.99
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",7.42
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",20.298
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",6.32
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",6.12
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",12.21
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",20.06
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",16.77
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",21.33
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",17
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",10.15
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",8.63
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",20.57
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",7.8
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",26.5
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",15.75
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",24.22
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",14.1
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",15.549
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",5.08
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",12
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",18.03
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",35.257
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",43.94
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",10.15
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",20.57
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",7.5
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",12.44
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",1.75
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",21.08
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",7.634
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",6.15
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",5.07
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",14.48
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",3.46
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",40.5
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",8.25
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",6.86
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",8.63
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",10.92
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",22.86
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",24.64
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",16.01
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",14.48
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",8.13
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",9.4
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",3.3
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",8.8
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",33.52
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",14.73
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",7.37
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",4.32
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",18.04
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",5.07
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",37.59
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",6.86
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",4.83
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",33.55
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",13.46
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",30.14
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",2.04
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",0.51
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",11.94
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",22.35
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",3.9
