LON,LAT,EDO,CLAVE,ESTACION,may-23
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",34.3
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",155.5
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",321.1
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",355
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",69.6
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",28.3
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",51.9
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",32.7
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",14.7
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",14.7
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",53
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",19.2
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",18.34
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",114.2
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",15.9
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",42.5
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",0.2
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",46
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",28.9
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",45.3
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",117.7
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",54.2
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",210.8
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",173.9
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",114
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",64.5
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",24.1
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",78.11
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",123.8
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",88.2
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",139.3
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",61.9
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",92.3
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",102.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",0
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",61.8
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",40.4
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",0
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",115.7
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",14.5
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",12.5
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",13.1
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",38.2
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",7.5
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",23
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",48.6
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",32.1
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",11.5
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",51
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",57.9
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",133
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",135.9
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",97.01
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",125.03
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",49.03
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",132
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",36.75
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",71.61
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",105.6
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",39.52
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",42.93
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",124.21
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",83.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",83.3
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",85.75
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",30.96
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",85.75
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",164.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",108
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",53.12
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",35.82
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",57.43
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",108.01
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",1.5
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0.01
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0.02
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",1.4
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",3
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0.01
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",122.93
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",68.88
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",51.273
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",74.521
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",44.77
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",61.64
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",77.72
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",23.11
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",46.17
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",4.32
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",63.217
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",48.4
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",22.59
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",78.4
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",49.64
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",40.763
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",40.64
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",17.6
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",33.91
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",5.61
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",0
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",24.66
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",19.55
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",79.1
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",56.38
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",3.3
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",33.2
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",58.028
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",40.49
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",57
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",128.66
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",45.06
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",1.02
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",108.91
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",45.47
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",45.35
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",23.61
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",31.99
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",69.82
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",41.06
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",63.41
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",61.73
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",5.27
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",66.02
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",34.02
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",24.45
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",92.19
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",17.21
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",41.93
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",25.13
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",82.83
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",65.02
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",92.46
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",41.13
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",31.74
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",68.78
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",2.52
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",78.22
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",0
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",35.09
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",50.57
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",35.7
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",25.9
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",64.813
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",44.372
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",36.16
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",79.04
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",70.82
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",21.09
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",63.5
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",20.07
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",51.79
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",15
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",101.86
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",59.36
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",99.84
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",62.94
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",77.72
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",7.6
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",15.03
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",40.71
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",45.01
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",18.04
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",33.03
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",2.03
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",25.22
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",4.9
