LON,LAT,EDO,CLAVE,ESTACION,mar-23
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",0
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",0
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",0.2
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",1.4
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",39.3
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",14.01
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",203.2
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",7
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",3.8
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",54
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",3.8
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",12
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",30
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",11.5
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",6.1
-92.098056,18.254722,CAMP,PALIZADACA,"Palizada, Camp. SMN*",5.1
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",119.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",51
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",11.41
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",29
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",34
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",17.4
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",2
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",40
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",25.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",42.8
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",39.04
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",0.02
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",31.2
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",61.02
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",30.48
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",0
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",0.01
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",12.51
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",59.5
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",11
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",53.02
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",30
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",38
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",17.2
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",22.21
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",3
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",1.2
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",13.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",8.3
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",25
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",55.36
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",33.2
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",20.52
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",3
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",2.5
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",7.92
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",30.01
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",11.5
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",26.91
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",6.5
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",14.6
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",3.01
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",11
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",4.1
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",104
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",27.2
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0.1
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",13.2
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",64.8
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",6.9
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",11.1
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",17.1
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",21.4
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",12.6
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",0.4
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",0.5
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",0.6
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",2.1
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",25
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",22.82
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",4.9
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",20.3
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",27.2
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0.2
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",16.4
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",60.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",6
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",33.2
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",160.4
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",12.2
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",104.3
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",209.2
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",145.3
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",231.7
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",86.7
-92.358056,15.180833,CHIS,FSCCP,"Finca San Cristóbal, Chis.",187
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",0.8
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",0
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",19.6
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",24.3
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",20.2
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",48.11
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",120.6
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",15.3
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",0
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",0.3
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",0
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",18.6
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",15.8
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",15.38
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",52.5
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",11.8
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",6.4
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",1
-93.369167,17.455,CHIS,NVOXOCHIMILCO,"Nuevo Xochimilco, Chis. SGT*",130.3
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",134.9
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",0
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",0
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",41.3
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",54.5
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",13
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",47.6
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",30.2
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",15.5
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",27.8
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",185.7
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",4.5
-93.102778,17.4975,CHIS,RIOJANEIRO,"Río de Janeiro, Chis. SGT*",57.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",236.3
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",141
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",19
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",43.5
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",44.8
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",25.4
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",6.2
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",138
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",1.2
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",34.05
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",25.8
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",0
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",7
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0.1
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",11.7
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",29.6
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",21.5
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0.1
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",0
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",98.8
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",98.8
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",21.55
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",120.79
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",57.5
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",25.4
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",15.04
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",49.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",0.5
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",32
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",53
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",11.52
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",33
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.01
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",2.5
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",43.8
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",14.71
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",8.71
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",10.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",1.9
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",29.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",8
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",26
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.01
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",0.5
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0.01
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",55.52
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",37.34
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",23.91
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",38.181
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",28.443
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",32.01
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",20.28
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",54.34
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",38.1
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",21.73
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",2.79
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",44.2
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",28.18
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",34.79
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",30.2
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",22.85
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",38.92
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",15.9
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",61.068
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",37.08
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",0
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",0
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",14.47
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",46.73
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",43.3
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",34.45
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",24.88
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",31.75
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",53.922
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",41.68
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",27.42
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",27.43
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",15.98
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",0
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",19.88
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",62.02
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",22.35
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",45.21
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",17.01
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",31.75
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",29.95
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",38.6
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",32.77
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",2.27
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",74.93
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",24.88
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",65.01
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",19.8
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",17.01
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",12.96
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",28.96
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",24.13
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",32.23
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",21.84
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",38.35
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",35.56
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",24.12
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",7.37
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",19.82
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",0
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",41.15
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",16.77
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",32.5
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",32.25
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",21.08
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",29.164
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",54.881
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",13.47
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",49.79
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",43.94
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",12.44
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",46.72
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",20.05
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",40.64
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",32.51
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",39.36
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",2.54
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",54.1
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",23.88
