LON,LAT,EDO,CLAVE,ESTACION,oct-23
-102.585833,22.177222,AGS,ALMAG,"Alamitos, Ags.",130.3
-102.464167,22.188611,AGS,ANVAG,"Cincuenta Aniversario, Ags.",65.2
-102.184167,21.738611,AGS,BRTAG,"San Bartolo, Ags.",11.7
-102.712222,21.849167,AGS,CALVILLO,"Calvillo, Ags. SMN*",75.65
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",87.4
-102.197222,22.007222,AGS,CHOAG,"Cañada Honda, Ags.",97.37
-102.711667,21.836667,AGS,CLVAG,"Calvillo, Ags.",32.91
-101.9925,21.897778,AGS,CNSAG,"Los Conos, Ags.",51.86
-102.296944,22.362778,AGS,CSOAG,"Cosío, Ags.",60.42
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",116.5
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",124.74
-102.371667,21.780556,AGS,NGRAG,"El Niágara, Ags.",43.85
-102.001944,22.020556,AGS,NVLAG,"El Novillo, Ags.",50
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",69.22
-101.966667,21.916667,AGS,PALAG,"Palo Alto, Ags.",58
-102.279167,22.147222,AGS,PBLAG,"Pabellón, Ags.",70.71
-102.417222,22.141111,AGS,PECAG,"Plutarco Elías Calles, Ags.",100.5
-102.135,22.202778,AGS,PTOAG,"Puerto de la Concepción, Ags.",59.73
-102.4375,22.235,AGS,PTRAG,"Derivadora Pabellón, Ags.",65.9
-102.109167,21.885,AGS,SNVAG,"Sandovales, Ags.",43
-102.127778,21.807778,AGS,TNJAG,"La Tinaja 2, Ags.",59
-102.0675,22.097778,AGS,VJZAG,"Villa Juárez, Ags.",47.3
-116.908333,32.444722,BC,ALRBN,"Abelardo L. Rodríguez, B.C.",0.02
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",1
-116.821111,32.472222,BC,EFLBN,"El Florido, B.C.",1
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",7.5
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",0
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",0
-115.1875,28.034444,BC,ISLACEDROSmar,"Isla Cedros, B.C. SEMAR*",0
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",0.01
-116.908333,32.4475,BC,PABELARLRDGZ2,"Abelardo L. Rodríguez 2, B.C. SMN*",0
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",0
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",0
-116.603333,31.891667,BC,PLOPEZZAMORA,"Presa Emilio López Zamora, B.C. SMN*",8.4
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",2.8
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",17
-116.205556,32.272222,BC,RUMOROSA,"La Rumorosa, B.C. SMN*",1.51
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-115.9375,30.531111,BC,SQNBN,"San Quintín, B.C. SMN*",0.4
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",1.6
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",47.9
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",13.7
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",239.01
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",0.51
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",88
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",363.93
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",27.22
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",315
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",180.22
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",431.01
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",300
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",490.02
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",91
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",476.4
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",191.81
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",119
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",124.81
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",52.51
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",248.01
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",95.5
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",35.5
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",130.55
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",78.71
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",123.32
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",55
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",43.5
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",111.4
-92.098056,18.254722,CAMP,PALIZADACA,"Palizada, Camp. SMN*",136.79
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",275.8
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",130.01
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",192.21
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",53
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",24
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",0
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",41
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",10.5
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",19
