LON,LAT,EDO,CLAVE,ESTACION,dic-19
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",142.8
-116.603333,31.891667,BC,PLOPEZZAMORA,"Presa Emilio López Zamora, B.C. SMN*",101.6
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",98.5
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",118
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",105
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",9.2
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",43.03
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0.01
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",5.5
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",2.3
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",0.01
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",17.2
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",0.01
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",0
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",1.2
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",1.21
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",52
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",85.3
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",82.73
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",146.5
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",126.61
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",112.92
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",76.1
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",65.12
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",48
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",78
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",62.21
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",69.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",75.92
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",81.2
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",82
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",2
-108.036389,31.096667,CHIH,ASCENCION,"Ascensión, Chih. INIFAP*",74.6
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",10.5
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",62.4
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",4.6
-108.271389,31.114722,CHIH,BUENAVISTACH,"Buena Vista, Chih. INIFAP*",62
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",20.5
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",42.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",11
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",6.9
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",29.1
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",2.4
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",3.5
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",7.87
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",0
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",19.6
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",0
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",12
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",0
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",8
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0.01
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",3.6
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",57.3
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",4.2
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",2
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",23.6
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",0
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",22.01
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",22
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",26.4
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",3
-104.43,29.583333,CHIH,OjinagaC,"Ojinaga Río Conchos, Chih. CILA*",14.75
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",13
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",3.4
-104.74,29.5,CHIH,Peguis,"Pegüis, Chih. SGT*",12.5
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0.4
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",8
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",4.8
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",11
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",11.3
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",24
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",6.7
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",3.41
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",0
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",5
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",2.2
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",1.8
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",19.9
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",3.3
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",4.1
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",3.6
-93.405,16.781111,CHIS,CECECH2,"CECECH 2, Chis. INIFAP*",42.1
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",107.4
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",107.2
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",26
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",5.61
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",8
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",8.11
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",17.2
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",13.8
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",23.8
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",37
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",0
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",424
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",20.1
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",4.41
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",44
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",27.6
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",4.4
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",582.4
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",4.9
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",83.4
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",117.4
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",0.4
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",0.8
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",560.7
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",76.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",3.02
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",225
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",226.6
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",1.9
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",30.6
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",137.6
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",6.3
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",3.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",212.8
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",564.4
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",22
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",24.3
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0.01
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",2.3
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",0.9
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",90.6
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",137.9
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",292.8
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",20.11
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",91.3
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",1.4
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",0.1
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",1.41
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",0.9
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",1.3
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",189.6
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",28.3
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",0
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",15.05
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",1
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",1
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",0.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",2.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",1
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",6.61
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",6.8
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",13.02
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",2
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",0
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",0.8
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",0
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",0
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",0.06
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",1.75
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",63
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",3.66
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",2.75
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",0.02
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",4.8
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",4.1
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",11.21
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",7.4
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",4.5
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0.02
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0.01
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",21.082
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",2.3
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",21
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0.01
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",0.51
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",0
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",0.55
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",0
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",0
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",0
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",0
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",0
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",0
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",0
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0.51
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",0
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",0
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",0.5
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",0.09
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",0
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",0.41
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",0
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",0
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",0.11
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",0
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",0
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",0
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",0.51
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",0
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",0.07
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0.25
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",0
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",0.1
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",0.25
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",0
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",0
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",0.23
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",0
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",0
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",0
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",0
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",0
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",0
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",0
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",0
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",0
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",0
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",0
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",0
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",0
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0.76
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",0
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",0
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",0
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",0
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",0
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",0
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",0
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",0.04
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",0
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",0
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",0
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",0
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",0
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",0.51
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",0
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",0.21
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",0
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",0.25
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",0
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",0
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",0
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",0
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",0
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",0
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",0
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",0
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",0
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",0
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",0
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",0
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",0
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",0
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",0.01
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",8.51
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",8.03
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",1.31
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",8
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0.4
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",12.4
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",3.5
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",2.81
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",5.01
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",7
