LON,LAT,EDO,CLAVE,ESTACION,mar-19
-113.560278,28.896389,BC,BAABN,"Bahía de los Angeles, B.C. SMN*",2.2
-114.719167,29.727222,BC,CATAVINA,"Cataviña, B.C. SMN*",13.88
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",15.71
-116.584444,32.243611,BC,CSRBN,"Carmen Serdán, B.C.",24.1
-116.821111,32.472222,BC,EFLBN,"El Florido, B.C.",17.71
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",15.7
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",4.9
-116.168333,31.104167,BC,ENSBN,"Observatorio de Ensenada, B.C.",15.7
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",23.22
-115.1875,28.034444,BC,ISLACEDROSmar,"Isla Cedros, B.C. SEMAR*",7.37
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",0.61
-116.908333,32.4475,BC,PABELARLRDGZ2,"Abelardo L. Rodríguez 2, B.C. SMN*",20
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",1.41
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",14.8
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",37.6
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",25.5
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",29.8
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",6.6
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",11.02
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",1
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",2.7
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",9.6
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",0
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",0
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",6.2
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",9
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",15
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",0.03
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",151.41
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",37
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",1
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",25.12
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",4.03
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",70.31
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",45
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",66.7
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",28.2
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",46.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",34.61
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",20.1
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",29.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",23
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",5
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",64
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",16.2
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",20
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",4
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",36
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",40.5
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",1.5
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",11.51
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",0.01
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",8.65
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",3
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",11.63
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",3.52
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",2.5
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",16.01
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",2
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",2.5
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",10
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",42.02
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",13.2
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",13
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",7.4
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",0
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",1.5
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",2
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",4.01
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",2.79
-104.43,29.583333,CHIH,OjinagaC,"Ojinaga Río Conchos, Chih. CILA*",2.75
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",4.51
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0.04
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0.61
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",2.5
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",3.7
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",15.81
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",40.5
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",16.8
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",16.22
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",9
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",7.5
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0.04
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",0.01
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",47
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",22.8
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",0.8
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",18.34
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",1.2
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",16.6
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",17.6
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",39.6
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",79.1
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",0.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",2.3
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",0.8
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",6.8
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",4.22
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",8.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",50.71
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0.2
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",6.6
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0.02
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",3.6
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",4.4
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",114.3
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",13.2
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",38.9
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",0
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",5.2
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",30.2
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",28.2
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",41.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",38.1
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",488.4
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",75.8
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",10.52
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",0
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",5.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",242.6
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",40.8
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",3.51
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",280.9
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",11.3
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",6.4
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",121.6
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",63.5
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",55.9
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",567.3
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",4.5
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",4.01
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",7.32
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",5.6
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",78.9
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",132.5
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",1.11
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",0.4
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",43.4
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0.3
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",5.02
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",0
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",0
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",0
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0.01
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",0
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",0
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",0
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",111.41
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",24.6
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",9.9
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",5.02
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",8.52
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",19.02
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",14
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",8.7
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",17.02
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",6.02
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",23
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.11
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",16.71
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",6.1
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",12.4
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",4.8
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",5.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",18.03
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",0.75
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",0
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",9
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",19.02
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",16
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",1.7
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",10.6
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0.61
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",1.2
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",7.04
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",0
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",3.3
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",7.61
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",0
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",3.3
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",19.05
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",8.88
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",5.6
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0.76
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",3.04
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",8.1
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",24.13
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",6.85
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",3.56
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",4.83
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",0
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",1.2
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",20.57
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",5.1
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",6.09
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",9.65
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",9.15
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",5.34
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",8.38
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",4.57
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",5.59
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",7.11
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",6.86
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",24.13
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",2.79
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",0.76
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",4.31
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",5.07
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",13.45
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",6.35
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",14.73
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",18.79
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",1.52
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",4.82
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",7.11
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",3.05
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",4.31
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",4.06
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",22.35
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",2.04
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",9.65
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",3.04
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",23.37
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",0.25
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",6.8
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",2.79
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",5.59
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",9.9
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",3.3
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",1.01
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",3.81
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",29.21
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",1.78
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",2.54
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",0
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",8.89
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",2.54
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",6.35
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",0
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.5
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.01
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",1.5
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",0.01
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",0.01
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",0.01
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0.02
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0
-103.7475,26.686389,DGO,MAPIMI,"Mapimí, Dgo. SMN*",0
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",1
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",0
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",0.01
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",0
-104.333056,24.538333,DGO,PDCDR,"Pánuco de Coronado, Dgo.",0
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",14
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",1.02
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",1
