LON,LAT,EDO,CLAVE,ESTACION,ene-19
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",9.5
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",6.4
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",10.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",34
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",25.4
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",38.4
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",25
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",7.4
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",7.4
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",10.51
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",4.5
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",7.51
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",4.32
-104.43,29.583333,CHIH,OjinagaC,"Ojinaga Río Conchos, Chih. CILA*",8.75
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",13.02
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",6.02
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",11.74
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",6.41
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",32.2
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",34.7
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",17.2
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",5.8
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",8.36
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",7
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",33.71
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",6.04
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",11.01
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",16
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0.8
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",25.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0.01
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",14.2
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",128.5
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",9.9
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",5.9
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",0
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",0
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",35.4
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",130
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",83.5
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",4.8
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",4.4
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",0.8
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",2.4
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",2.24
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",2.6
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",6.41
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",2.8
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",5.6
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",29.01
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",22.4
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",0
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",263.2
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",6.71
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",6.2
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",3.41
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",30
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",26.2
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",0.6
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",2
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",223.1
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",2.5
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",95.21
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",84.62
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",40.02
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0.2
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",1
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",0
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",230.4
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",54
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",3.61
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",156.7
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",0
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",5.2
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",143.3
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",0.7
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",219
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",219.4
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",3.6
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",1.41
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",2.16
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0.01
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",59.4
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",105.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",166.1
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",0.42
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",9.6
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",73.8
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",5.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",0
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",0
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",5.8
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",0
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",178.1
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",0.01
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",14.8
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",64.4
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",30.6
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",4.8
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",3.01
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",11.12
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",2
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",13.9
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",3.02
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",14.02
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",5
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",1.53
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",10.45
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",1.02
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",5.61
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",4.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",3.8
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",18
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",1.25
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",8
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",7.01
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",1.75
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",5.54
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",4.7
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",2.52
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",7.42
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",3.55
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",2.4
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",15.03
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0.01
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0.01
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0.01
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",5.2
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0.2
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0.01
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",0.2
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0.01
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",1.7
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",8.8
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",11.17
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",14.71
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0.3
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0.01
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",20
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",1.2
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0.01
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0.01
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",1.27
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",0.75
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",7.87
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",17.01
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",8.38
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",3.2
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",3.3
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",2.2
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",1.78
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",17.52
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",4.31
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",6.36
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",7.87
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",1.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",1.02
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",6.86
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",18.6
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",1.53
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",10.41
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",2.28
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",0.25
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",12.95
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",1.77
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",3.81
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",1.52
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",7.05
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",13.72
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",12.7
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",2.28
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",3.3
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",7.62
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",22.36
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",10.16
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",0
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",4.57
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",2.03
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",0
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",2.54
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",2.54
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",3.56
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",1.78
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",3.05
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",5.59
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",5.08
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",3.3
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",5.08
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",5.08
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",30.73
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",0
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",7.8
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",2.28
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",14.22
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",0.5
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",2.54
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",0
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",0
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",1.02
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",8.38
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",3.56
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",2.54
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",9.14
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",2.03
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",6.86
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",1.5
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",1.81
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",3.02
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",3.51
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",2.93
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",3
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",2.7
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",1
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",1.51
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",5.62
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",2.02
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",10
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0.5
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",7.8
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",5.35
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",12.62
-103.7475,26.686389,DGO,MAPIMI,"Mapimí, Dgo. SMN*",10
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",6.01
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",11.01
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",1.21
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",1.2
-104.333056,24.538333,DGO,PDCDR,"Pánuco de Coronado, Dgo.",3.41
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",2.02
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",11
