LON,LAT,EDO,CLAVE,ESTACION,ene-21
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0.01
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",0.51
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",24.384
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0.01
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0.12
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0.01
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",1
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",5.58
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",7.25
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",2.85
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",1.78
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",9.01
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",1.84
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",2.79
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",8.38
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",10.67
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",2.1
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",1.4
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",27.43
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",10.66
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",2.79
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",3.56
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",2.71
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",6.6
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",3.81
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",3.81
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",2.03
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",7.36
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",8.64
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",1.52
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",3.05
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",6.09
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",4.7
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",3.05
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",2.11
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",1.77
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",9.65
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",4.56
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",0.5
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",6.35
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",3.5
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",6.9
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0.51
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",0
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",3.17
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",5.33
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",8.76
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",16
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",10.66
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",1.78
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",6.61
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",2.79
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",2.03
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",2.54
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",5.08
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",7.62
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",7.87
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",7.11
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",2.16
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",3.81
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",1.02
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",2.54
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",10.66
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",1.78
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",1.78
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",3.55
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",1.27
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",1.77
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",2.03
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",5.34
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",4.23
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",2.04
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",5.84
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",20.31
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",0
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",4.5
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",1.53
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",3.05
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",1.08
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",2.53
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",2.79
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",3.04
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",3.56
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",12.7
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",3.05
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",5.34
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",4.32
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",3.54
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0.25
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",2.03
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",0.76
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",3.05
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",0.51
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",5.34
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",2.79
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",5.36
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",0
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.01
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",0.01
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.01
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",0
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",2.01
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",4
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0.01
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0.6
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",19
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",6.27
-103.7475,26.686389,DGO,MAPIMI,"Mapimí, Dgo. SMN*",0
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",0
-105.0475,23.899167,DGO,NAVDR,"Navíos Viejos, Dgo.",0
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",0
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",0.02
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",0
-104.333056,24.538333,DGO,PDCDR,"Pánuco de Coronado, Dgo.",0
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",0.01
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",6.5
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0.01
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",8.01
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.02
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",0.02
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",14.5
-105.366667,25.953333,DGO,SMODR,"Santa María del Oro, Dgo.",3.2
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0.01
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",1.43
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",14.01
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0.02
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0.56
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",1.4
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",5.11
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0.02
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",4.01
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",6.01
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",1.7
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",8.4
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0
-99.400833,18.459444,GRO,BVSGR,"Buenavista, Gro.",5
-100.664444,18.358611,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",3
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",4.1
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-98.970833,16.614722,GRO,COPGR,"Copala, Gro.",0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",0
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",3.6
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",1.6
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",5.2
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",0
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.369167,17.471389,GRO,MCHGR,"Mochitlán, Gro.",2.8
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",2.6
-98.729722,17.777778,GRO,OLNGR,"Olinalá, Gro.",9
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",6.5
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",0
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",2.51
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",1.3
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",5.9
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",2
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",0
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",0
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",0
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",1.2
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",7.02
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",1.4
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",0.01
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0.01
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",0
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. Protección Civil*",20.32
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",0.21
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",0.21
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",2
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",6.3
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",0
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",2
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",9.01
-101.6675,21.195278,GTO,CSTGJ,"Los Castillos, Gto.",24.2
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",3.84
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",0.03
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",5.01
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",2.5
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",18
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",0.762
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",0
-101.266111,21.014722,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",7.82
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",5.5
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",4
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",2.6
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",1.8
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",0.01
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",10
-101.594444,20.842778,GTO,LGVGJ,"Presa la Gavia, Gto.",0
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",1
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",4
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",0
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",3.02
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",3
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0.01
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",2.71
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",7.52
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",3.9
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",13.5
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",4
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",0
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",2.51
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",5.02
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",4.41
-100.751944,20.8975,GTO,SMAGJ,"San Miguel de Allende, Gto.",2
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",0
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",1.71
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",8.5
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",0
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",9.92
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",9.3
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",12
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",11.6
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",0.01
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",112.6
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",17.02
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",1
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",1
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",32.91
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",3.11
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",7.35
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",0.02
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",0.02
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",1.01
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",8.82
-98.658611,20.991667,HGO,TLNHD,"Tlanchinol, Hgo.",35.21
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",0
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",61.9
-103.228611,22.325833,JAL,ACHZC,"Achimec, Jal.",0
-103.591111,20.424444,JAL,ACTJL,"Acatlán, Jal.",0.5
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",0
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",0
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",2.2
-104.063611,19.914444,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",0
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzmán, Jal. SMN*",6
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",7.2
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",0.26
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",0.03
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",0
-104.561944,19.2375,JAL,CIHJL,"Cihuatlán, Jal.",0.01
-103.361944,22.058889,JAL,CLLJL,"Casa Llanta, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",0.9
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",0.01
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",1.6
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0
-102.822778,21.005833,JAL,CUNJL,"La Cuña, Jal.",1.1
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",1.01
-103.3925,20.706667,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",0
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",0
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",2
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",0
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",0
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",1.2
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",1.3
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",1.4
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",13
-103.322778,20.286667,JAL,PBRJL,"Piedra Barrenada, Jal.",0.01
-103.361667,20.584167,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias Toluquilla, Jal.",0
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",0
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",0
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",1.1
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",1.27
-102.716667,20.4,JAL,RIOZULA,"Río Zula, Jal. SGT*",1.6
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",2.2
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0.9
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",1
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",0
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0.01
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",5.01
-102.729444,20.395278,JAL,ZULJL,"Zula río, Jal.",1.5
-99.377222,19.377222,MEX,2RSMX,"Dos Ríos, Méx.",0
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, Méx.",4.02
-98.9125,19.543889,MEX,ATEMX,"Atenco, Méx.",12
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",16.81
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, Méx. SEGIAGUA",1.27
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, Méx. UNAM*",1.46
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, Méx.",2.21
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",0.25
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",0.01
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, Méx.",44.41
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SEGIAGUA",1.53
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SEGIAGUA",0.25
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",0
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",15.5
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, Méx.",1.5
-99.301667,19.695,MEX,CNPMX,"La Concepción, Méx.",1.5
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, Méx.",0.71
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",0
-99.559722,19.884722,MEX,DNXMX,"Danxho, Méx.",0
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",1.5
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",11
-99.250833,19.415833,MEX,HERRADURA,"Herradura, Méx. UNAM*",1.31
